market_id,slug,title,description
1254527,all-quarterly-earnings-nongaap-eps-02-04-2026-9pt86,Will Allstate (ALL) beat quarterly earnings?,As of market creation  Allstate is estimated to release earnings on February 4  2026. The Street consensus estimate for Allstate’s non-GAAP EPS for the relevant quarter is $9.86 as of market creation. This market will resolve to "Yes" if Allstate reports non-GAAP EPS greater than $9.86 for the relevant quarter in its next quarterly earnings release. Otherwise  it will resolve to "No." The resolution source will be the non-GAAP EPS listed in the company’s official earnings documents.   If Allstate releases earnings without non-GAAP EPS  then the market will resolve according to the non-GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced  the market will resolve according to the GAAP EPS listed in the company’s official earnings documents; or  if not published there  according to the GAAP EPS provided by SeekingAlpha. If no GAAP EPS number is available from either source at that time  the market will resolve to “No.” (For the purposes of this market  GAAP EPS refers to diluted GAAP EPS  unless it is not published  in which case it refers to basic GAAP EPS.)  If the company does not release earnings within 45 calendar days of the estimated earnings date  this market will resolve to “No.”   Note: Subsequent restatements  corrections  or revisions made to the initially announced non-GAAP EPS figure will not qualify for resolution  except in the case of obvious and immediate mistakes (e.g.  fat finger errors  as with Lyft's (LYFT) earnings release in February 2024). Note: The strike prices used in these markets are derived from SeekingAlpha estimates  and reflect the consensus of sell-side analyst estimates for non-GAAP EPS. Note: All figures will be rounded to the nearest cent using standard rounding. Note: For the purposes of this market  IFRS EPS will be treated as GAAP EPS. Note: If multiple versions of non-GAAP EPS are published  the market will resolve according to the primary headline non-GAAP EPS number  which is typically presented on a diluted basis. If diluted is not published  then basic non-GAAP EPS will qualify. Note: All figures are expressed in USD  unless otherwise indicated. Note: For primarily internationally listed companies  this market refers specifically to the shares traded in the United States on U.S. stock exchanges such as the NYSE or Nasdaq. In cases where the company trades in the U.S. through an American Depositary Receipt (ADR) or American Depositary Share (ADS)  this market will refer to the ADR/ADS. 
1238190,googl-quarterly-earnings-gaap-eps-02-04-2026-2pt64,Will Alphabet (GOOGL) beat quarterly earnings?,As of market creation  Alphabet is estimated to release earnings on February 4  2026. The Street consensus estimate for Alphabet's GAAP EPS for the relevant quarter is $2.64 as of market creation. This market will resolve to "Yes" if Alphabet reports GAAP EPS greater than $2.64 for the relevant quarter in its next quarterly earnings release. Otherwise  it will resolve to "No." The resolution source will be the GAAP EPS listed in the company’s official earnings documents.   If Alphabet releases earnings without GAAP EPS  then the market will resolve according to the GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced  the market will resolve to “No”.  If the company does not release earnings within 45 calendar days of the estimated earnings date  this market will resolve to “No.”   Note: Subsequent restatements  corrections  or revisions made to the initially announced GAAP EPS figure will not qualify for resolution  except in the case of obvious and immediate mistakes (e.g.  fat finger errors  as with Lyft's (LYFT) earnings release in February 2024). Note: The strike prices used in these markets are derived from SeekingAlpha estimates  and reflect the consensus of sell-side analyst estimates for GAAP EPS.  Note: All figures will be rounded to the nearest cent using standard rounding. Note: For the purposes of this market  IFRS EPS will be treated as GAAP EPS. Note: For the purposes of this market  GAAP EPS refers to diluted GAAP EPS  unless this is not published  in which case it refers to basic GAAP EPS. Note: All figures are expressed in USD  unless otherwise indicated. Note: For primarily internationally listed companies  this market refers specifically to the shares traded in the United States on U.S. stock exchanges such as the NYSE or Nasdaq. In cases where the company trades in the U.S. through an American Depositary Receipt (ADR) or American Depositary Share (ADS)  this market will refer to the ADR/ADS. 
1254012,met-quarterly-earnings-nongaap-eps-02-04-2026-2pt35,Will MetLife (MET) beat quarterly earnings?,As of market creation  MetLife is estimated to release earnings on February 4  2026. The Street consensus estimate for MetLife’s non-GAAP EPS for the relevant quarter is $2.35 as of market creation. This market will resolve to "Yes" if MetLife reports non-GAAP EPS greater than $2.35 for the relevant quarter in its next quarterly earnings release. Otherwise  it will resolve to "No." The resolution source will be the non-GAAP EPS listed in the company’s official earnings documents.   If MetLife releases earnings without non-GAAP EPS  then the market will resolve according to the non-GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced  the market will resolve according to the GAAP EPS listed in the company’s official earnings documents; or  if not published there  according to the GAAP EPS provided by SeekingAlpha. If no GAAP EPS number is available from either source at that time  the market will resolve to “No.” (For the purposes of this market  GAAP EPS refers to diluted GAAP EPS  unless it is not published  in which case it refers to basic GAAP EPS.)  If the company does not release earnings within 45 calendar days of the estimated earnings date  this market will resolve to “No.”   Note: Subsequent restatements  corrections  or revisions made to the initially announced non-GAAP EPS figure will not qualify for resolution  except in the case of obvious and immediate mistakes (e.g.  fat finger errors  as with Lyft's (LYFT) earnings release in February 2024). Note: The strike prices used in these markets are derived from SeekingAlpha estimates  and reflect the consensus of sell-side analyst estimates for non-GAAP EPS. Note: All figures will be rounded to the nearest cent using standard rounding. Note: For the purposes of this market  IFRS EPS will be treated as GAAP EPS. Note: If multiple versions of non-GAAP EPS are published  the market will resolve according to the primary headline non-GAAP EPS number  which is typically presented on a diluted basis. If diluted is not published  then basic non-GAAP EPS will qualify. Note: All figures are expressed in USD  unless otherwise indicated. Note: For primarily internationally listed companies  this market refers specifically to the shares traded in the United States on U.S. stock exchanges such as the NYSE or Nasdaq. In cases where the company trades in the U.S. through an American Depositary Receipt (ADR) or American Depositary Share (ADS)  this market will refer to the ADR/ADS. 
1237793,afl-quarterly-earnings-nongaap-eps-02-04-2026-1pt7,Will Aflac (AFL) beat quarterly earnings?,As of market creation  Aflac is estimated to release earnings on February 4  2026. The Street consensus estimate for Aflac’s non-GAAP EPS for the relevant quarter is $1.70 as of market creation. This market will resolve to "Yes" if Aflac reports non-GAAP EPS greater than $1.70 for the relevant quarter in its next quarterly earnings release. Otherwise  it will resolve to "No." The resolution source will be the non-GAAP EPS listed in the company’s official earnings documents.   If Aflac releases earnings without non-GAAP EPS  then the market will resolve according to the non-GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced  the market will resolve according to the GAAP EPS listed in the company’s official earnings documents; or  if not published there  according to the GAAP EPS provided by SeekingAlpha. If no GAAP EPS number is available from either source at that time  the market will resolve to “No.” (For the purposes of this market  GAAP EPS refers to diluted GAAP EPS  unless it is not published  in which case it refers to basic GAAP EPS.)  If the company does not release earnings within 45 calendar days of the estimated earnings date  this market will resolve to “No.”   Note: Subsequent restatements  corrections  or revisions made to the initially announced non-GAAP EPS figure will not qualify for resolution  except in the case of obvious and immediate mistakes (e.g.  fat finger errors  as with Lyft's (LYFT) earnings release in February 2024). Note: The strike prices used in these markets are derived from SeekingAlpha estimates  and reflect the consensus of sell-side analyst estimates for non-GAAP EPS. Note: All figures will be rounded to the nearest cent using standard rounding. Note: For the purposes of this market  IFRS EPS will be treated as GAAP EPS. Note: If multiple versions of non-GAAP EPS are published  the market will resolve according to the primary headline non-GAAP EPS number  which is typically presented on a diluted basis. If diluted is not published  then basic non-GAAP EPS will qualify. Note: All figures are expressed in USD  unless otherwise indicated. Note: For primarily internationally listed companies  this market refers specifically to the shares traded in the United States on U.S. stock exchanges such as the NYSE or Nasdaq. In cases where the company trades in the U.S. through an American Depositary Receipt (ADR) or American Depositary Share (ADS)  this market will refer to the ADR/ADS. 
1238115,uhalb-quarterly-earnings-gaap-eps-02-04-2026-neg0pt04,Will U-Haul (UHAL.B) beat quarterly earnings?,As of market creation  U-Haul is estimated to release earnings on February 4  2026. The Street consensus estimate for U-Haul's GAAP EPS for the relevant quarter is $-0.04 as of market creation. This market will resolve to "Yes" if U-Haul reports GAAP EPS greater than $-0.04 for the relevant quarter in its next quarterly earnings release. Otherwise  it will resolve to "No." The resolution source will be the GAAP EPS listed in the company’s official earnings documents.   If U-Haul releases earnings without GAAP EPS  then the market will resolve according to the GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced  the market will resolve to “No”.  If the company does not release earnings within 45 calendar days of the estimated earnings date  this market will resolve to “No.”   Note: Subsequent restatements  corrections  or revisions made to the initially announced GAAP EPS figure will not qualify for resolution  except in the case of obvious and immediate mistakes (e.g.  fat finger errors  as with Lyft's (LYFT) earnings release in February 2024). Note: The strike prices used in these markets are derived from SeekingAlpha estimates  and reflect the consensus of sell-side analyst estimates for GAAP EPS.  Note: All figures will be rounded to the nearest cent using standard rounding. Note: For the purposes of this market  IFRS EPS will be treated as GAAP EPS. Note: For the purposes of this market  GAAP EPS refers to diluted GAAP EPS  unless this is not published  in which case it refers to basic GAAP EPS. Note: All figures are expressed in USD  unless otherwise indicated. Note: For primarily internationally listed companies  this market refers specifically to the shares traded in the United States on U.S. stock exchanges such as the NYSE or Nasdaq. In cases where the company trades in the U.S. through an American Depositary Receipt (ADR) or American Depositary Share (ADS)  this market will refer to the ADR/ADS. Note: This market refers to UHAL.B non-voting shares rather than UHAL voting shares.
1185067,bra-bra-cam-2026-02-04-draw,Will Red Bull Bragantino vs. CA Mineiro end in a draw?,In the upcoming game  scheduled for February 4  2026 If the game ends in a draw  this market will resolve to "Yes". Otherwise  this market will resolve to "No". If the game is postponed  this market will remain open until the game has been completed. If the game is canceled entirely  with no make-up game  this market will resolve to "Yes". This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.
1185068,bra-bra-cam-2026-02-04-cam,Will CA Mineiro win on 2026-02-04?,In the upcoming game  scheduled for February 4  2026 If CA Mineiro wins  this market will resolve to "Yes". Otherwise  this market will resolve to "No". If the game is postponed  this market will remain open until the game has been completed. If the game is canceled entirely  with no make-up game  this market will resolve "No". This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.
1185069,bra-fla-int-2026-02-04-fla,Will CR Flamengo win on 2026-02-04?,In the upcoming game  scheduled for February 4  2026 If CR Flamengo wins  this market will resolve to "Yes". Otherwise  this market will resolve to "No". If the game is postponed  this market will remain open until the game has been completed. If the game is canceled entirely  with no make-up game  this market will resolve "No". This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.
1185070,bra-fla-int-2026-02-04-draw,Will CR Flamengo vs. SC Internacional end in a draw?,In the upcoming game  scheduled for February 4  2026 If the game ends in a draw  this market will resolve to "Yes". Otherwise  this market will resolve to "No". If the game is postponed  this market will remain open until the game has been completed. If the game is canceled entirely  with no make-up game  this market will resolve to "Yes". This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.
1238099,qcom-quarterly-earnings-nongaap-eps-02-04-2026-3pt39,Will Qualcomm (QCOM) beat quarterly earnings?,As of market creation  Qualcomm is estimated to release earnings on February 4  2026. The Street consensus estimate for Qualcomm’s non-GAAP EPS for the relevant quarter is $3.39 as of market creation. This market will resolve to "Yes" if Qualcomm reports non-GAAP EPS greater than $3.39 for the relevant quarter in its next quarterly earnings release. Otherwise  it will resolve to "No." The resolution source will be the non-GAAP EPS listed in the company’s official earnings documents.   If Qualcomm releases earnings without non-GAAP EPS  then the market will resolve according to the non-GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced  the market will resolve according to the GAAP EPS listed in the company’s official earnings documents; or  if not published there  according to the GAAP EPS provided by SeekingAlpha. If no GAAP EPS number is available from either source at that time  the market will resolve to “No.” (For the purposes of this market  GAAP EPS refers to diluted GAAP EPS  unless it is not published  in which case it refers to basic GAAP EPS.)  If the company does not release earnings within 45 calendar days of the estimated earnings date  this market will resolve to “No.”   Note: Subsequent restatements  corrections  or revisions made to the initially announced non-GAAP EPS figure will not qualify for resolution  except in the case of obvious and immediate mistakes (e.g.  fat finger errors  as with Lyft's (LYFT) earnings release in February 2024). Note: The strike prices used in these markets are derived from SeekingAlpha estimates  and reflect the consensus of sell-side analyst estimates for non-GAAP EPS. Note: All figures will be rounded to the nearest cent using standard rounding. Note: For the purposes of this market  IFRS EPS will be treated as GAAP EPS. Note: If multiple versions of non-GAAP EPS are published  the market will resolve according to the primary headline non-GAAP EPS number  which is typically presented on a diluted basis. If diluted is not published  then basic non-GAAP EPS will qualify. Note: All figures are expressed in USD  unless otherwise indicated. Note: For primarily internationally listed companies  this market refers specifically to the shares traded in the United States on U.S. stock exchanges such as the NYSE or Nasdaq. In cases where the company trades in the U.S. through an American Depositary Receipt (ADR) or American Depositary Share (ADS)  this market will refer to the ADR/ADS. 
1185071,bra-fla-int-2026-02-04-int,Will SC Internacional win on 2026-02-04?,In the upcoming game  scheduled for February 4  2026 If SC Internacional wins  this market will resolve to "Yes". Otherwise  this market will resolve to "No". If the game is postponed  this market will remain open until the game has been completed. If the game is canceled entirely  with no make-up game  this market will resolve "No". This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.
1333847,nba-parlay-thunder-spurs,NBA Parlay: Thunder @ Spurs,This market will resolve to “Yes” if all of the following occur during the Oklahoma City Thunder vs. San Antonio Spurs game originally scheduled for February 4  2026  9:30 PM ET:  -Shai Gilgeous-Alexander scores 30 or more points  -Victor Wembanyama records 3 or more blocks  -Chet Holmgren records 9 or more rebounds  -Stephon Castle records 7 or more assists  -Cason Wallace records 2 or more steals  Otherwise  this market will resolve to “No”.  If the game is postponed  this market will remain open until the game has been completed.  If this game is canceled or postponed past February 18  2026  11:59 PM ET  this market will resolve to “No”.  If a listed player does not participate for any reason in the Oklahoma City Thunder vs. San Antonio Spurs game originally scheduled for February 4  2026  this market will resolve to “No”.  The resolution source will be the official NBA box score as published on NBA.com.
1325837,msft-close-above-430-on-february-4-2026,Will Microsoft (MSFT) close above $430 on February 4?,This market will resolve to "Yes" if the official closing price for Microsoft Corporation (MSFT) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Microsoft Corporation (MSFT) "Close" prices available at https://finance.yahoo.com/quote/MSFT/history  published under "Historical Prices."
1325866,meta-close-above-730-on-february-4-2026,Will Meta (META) close above $730 on February 4?,This market will resolve to "Yes" if the official closing price for Meta Platforms  Inc. (META) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Meta Platforms  Inc. (META) "Close" prices available at https://finance.yahoo.com/quote/META/history  published under "Historical Prices."
1325846,amzn-close-above-240-on-february-4-2026,Will Amazon (AMZN) close above $240 on February 4?,This market will resolve to "Yes" if the official closing price for Amazon.com  Inc. (AMZN) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Amazon.com  Inc. (AMZN) "Close" prices available at https://finance.yahoo.com/quote/AMZN/history  published under "Historical Prices."
1325855,googl-close-above-345-on-february-4-2026,Will Google (GOOGL) close above $345 on February 4?,This market will resolve to "Yes" if the official closing price for Alphabet Inc. (GOOGL) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Alphabet Inc. (GOOGL) "Close" prices available at https://finance.yahoo.com/quote/GOOGL/history  published under "Historical Prices."
1325864,meta-close-above-710-on-february-4-2026,Will Meta (META) close above $710 on February 4?,This market will resolve to "Yes" if the official closing price for Meta Platforms  Inc. (META) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Meta Platforms  Inc. (META) "Close" prices available at https://finance.yahoo.com/quote/META/history  published under "Historical Prices."
1325853,googl-close-above-335-on-february-4-2026,Will Google (GOOGL) close above $335 on February 4?,This market will resolve to "Yes" if the official closing price for Alphabet Inc. (GOOGL) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Alphabet Inc. (GOOGL) "Close" prices available at https://finance.yahoo.com/quote/GOOGL/history  published under "Historical Prices."
1325877,nvda-close-above-180-on-february-4-2026,Will NVIDIA (NVDA) close above $180 on February 4?,This market will resolve to "Yes" if the official closing price for NVIDIA Corporation (NVDA) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the NVIDIA Corporation (NVDA) "Close" prices available at https://finance.yahoo.com/quote/NVDA/history  published under "Historical Prices."
1325872,tsla-close-above-430-on-february-4-2026,Will Tesla (TSLA) close above $430 on February 4?,This market will resolve to "Yes" if the official closing price for Tesla  Inc. (TSLA) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Tesla  Inc. (TSLA) "Close" prices available at https://finance.yahoo.com/quote/TSLA/history  published under "Historical Prices."
1325865,meta-close-above-720-on-february-4-2026,Will Meta (META) close above $720 on February 4?,This market will resolve to "Yes" if the official closing price for Meta Platforms  Inc. (META) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Meta Platforms  Inc. (META) "Close" prices available at https://finance.yahoo.com/quote/META/history  published under "Historical Prices."
1325850,amzn-close-above-255-on-february-4-2026,Will Amazon (AMZN) close above $255 on February 4?,This market will resolve to "Yes" if the official closing price for Amazon.com  Inc. (AMZN) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Amazon.com  Inc. (AMZN) "Close" prices available at https://finance.yahoo.com/quote/AMZN/history  published under "Historical Prices."
1325880,nvda-close-above-195-on-february-4-2026,Will NVIDIA (NVDA) close above $195 on February 4?,This market will resolve to "Yes" if the official closing price for NVIDIA Corporation (NVDA) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the NVIDIA Corporation (NVDA) "Close" prices available at https://finance.yahoo.com/quote/NVDA/history  published under "Historical Prices."
1325856,googl-close-above-350-on-february-4-2026,Will Google (GOOGL) close above $350 on February 4?,This market will resolve to "Yes" if the official closing price for Alphabet Inc. (GOOGL) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Alphabet Inc. (GOOGL) "Close" prices available at https://finance.yahoo.com/quote/GOOGL/history  published under "Historical Prices."
1325836,msft-close-above-420-on-february-4-2026,Will Microsoft (MSFT) close above $420 on February 4?,This market will resolve to "Yes" if the official closing price for Microsoft Corporation (MSFT) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Microsoft Corporation (MSFT) "Close" prices available at https://finance.yahoo.com/quote/MSFT/history  published under "Historical Prices."
1325847,amzn-close-above-245-on-february-4-2026,Will Amazon (AMZN) close above $245 on February 4?,This market will resolve to "Yes" if the official closing price for Amazon.com  Inc. (AMZN) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Amazon.com  Inc. (AMZN) "Close" prices available at https://finance.yahoo.com/quote/AMZN/history  published under "Historical Prices."
1325815,aapl-close-above-280-on-february-4-2026,Will Apple (AAPL) close above $280 on February 4?,This market will resolve to "Yes" if the official closing price for Apple Inc. (AAPL) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Apple Inc. (AAPL) "Close" prices available at https://finance.yahoo.com/quote/AAPL/history  published under "Historical Prices."
1325812,aapl-close-above-265-on-february-4-2026,Will Apple (AAPL) close above $265 on February 4?,This market will resolve to "Yes" if the official closing price for Apple Inc. (AAPL) on February 4 is higher than the listed price. Otherwise  this market will resolve to "No."  If the final session is shortened (for example  due to a market-holiday schedule)  the official closing price published for that shortened session will still be used for resolution.  If no official closing price is published for that session (for example  due to a trading halt into the close  system issue  delisting  or other disruption)  the market will use the last valid on-exchange trade price of the regular session as the effective closing price.  In the event of a stock split  reverse stock split  or similar corporate action affecting the listed company during the listed time frame  this market will resolve based on split-adjusted prices as displayed on Yahoo Finance. The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.  The resolution source for this market is Yahoo Finance  specifically the Apple Inc. (AAPL) "Close" prices available at https://finance.yahoo.com/quote/AAPL/history  published under "Historical Prices."
